,tsne1,tsne2,tsne3,class
539,-114.80058,160.82509,-77.83255,SQ
540,8.013812,-3.512147,-228.14474,SQ
541,-110.26534,-133.3995,271.8951,SQ
542,-15.945687,171.89705,249.76808,SQ
543,211.93732,193.87485,197.02687,SQ
544,98.98562,-133.86456,-46.934452,SQ
545,-69.3294,200.20627,119.54358,SQ
546,84.81154,11.651036,-192.35176,SQ
547,-42.99165,-152.03421,-231.9864,SQ
548,31.710741,79.954704,-56.211464,SQ
549,82.72277,-31.56521,-181.56279,SQ
550,56.958836,-240.46603,-87.48159,SQ
551,272.61115,79.95849,145.93863,SQ
552,10.573991,-72.13721,-174.79303,SQ
553,246.33368,16.360405,126.11594,BP
554,262.06656,78.28624,94.742325,BP
555,34.41688,-175.96535,-86.071754,BP
556,-451.09344,-168.64885,16.235853,BP
557,-438.24673,-141.24501,-9.327406,BP
558,-315.5887,-193.69693,-144.09293,BP
559,-14.797607,106.77539,-147.73607,BP
560,-95.15967,-74.66387,-298.4944,BP
561,-54.4779,-95.87329,-271.52582,BP
562,-93.90108,-221.59253,314.05063,BP
563,239.63054,-163.43811,353.4147,BP
564,99.04643,-103.372986,-136.32088,BP
565,-186.39941,12.059167,-306.92096,BP
566,61.941814,-27.22575,-119.29511,BP
567,51.20187,-128.00514,-109.97584,BP
568,-186.3076,-260.39133,194.14543,WN
569,-264.09045,-242.52364,-80.60261,WN
570,-222.098,-270.25946,208.845,WN
571,-176.04005,-137.38382,282.56396,WN
572,-149.61914,-286.1243,153.58983,WN
573,-161.10689,-224.78943,215.10455,WN
574,2.385372,-353.2426,-100.13563,WN
575,-307.08234,-182.79045,45.452778,WN
576,-18.866993,-375.9816,-74.56479,WN
577,-94.82889,58.97275,-146.66116,WN
578,-126.40226,97.336075,-153.20105,WN
579,-151.97618,37.069065,-109.732796,WN
580,-262.86264,-153.4345,-24.52718,WN
581,-314.51645,-150.60286,-18.140198,WN
582,-221.28113,1.8017135,-161.61197,WN
583,-151.50093,65.95008,-67.7873,WN
584,-98.33079,97.85037,-27.40932,WN
585,-38.801407,-249.16554,330.68738,WN
586,-357.24347,-44.597874,249.31569,WN
587,347.84418,174.79205,256.83707,WN
588,-242.56357,-131.59496,104.59844,WN
589,113.0126,-303.49933,-55.23955,WN
590,-213.99268,-156.93265,67.34086,WN
591,97.82822,-332.0296,-77.15419,WN
592,-67.35153,-381.28592,102.04142,WN
593,51.783722,-305.08234,-68.44816,WN
594,-262.4318,-167.77013,115.327614,WN
595,292.00284,-178.60367,-280.3237,WN
596,-88.86085,-52.209843,-222.4422,WN
597,324.95416,-167.47313,-290.22217,WN
598,-89.24787,-302.82556,-166.76787,WN
599,-73.513275,-334.64105,-206.66609,WN
600,-378.4462,-3.3286378,275.08054,WN
601,98.92731,-178.00377,-60.774185,WN
602,199.12228,85.63668,-133.3883,WN
603,130.5089,-222.39027,-86.13978,WN
604,-113.001976,-110.55973,-232.1635,BH
605,-135.25972,-127.31316,-260.97937,BH
606,-12.795482,167.42307,-232.97585,BH
607,-121.93769,3.2878823,-290.10007,BH
608,-151.90727,-84.33893,-258.54715,BH
609,-169.37057,-137.00984,-213.11359,BH
610,-136.6334,-194.68741,-262.711,BH
611,-137.06929,-199.28871,40.82547,BH
612,-114.99143,-172.94046,-185.30417,BH
613,30.562214,70.27749,78.15,BH
614,-78.68467,-181.31578,375.82532,BH
615,-274.07602,-155.8031,-142.70845,BH
616,-133.58484,-374.65576,-7.493339,BH
617,-170.31418,94.151505,-40.213707,BH
618,-132.99896,-359.93726,27.941858,BH
619,-135.82164,-202.44907,-203.00119,BH
620,-378.4817,-165.60237,-63.302475,BH
621,-91.144066,27.96394,-254.67459,BH
622,-160.72153,-31.148758,-440.33255,BH
623,-140.07643,22.887909,-434.31033,BH
624,-36.21962,183.6072,-325.53043,BH
625,-92.020035,202.06104,-320.2449,BH
626,-115.76771,-26.201656,-434.0913,BH
627,-22.883322,-57.397285,-299.77975,BH
628,156.32433,113.90212,-442.08932,BH
629,155.71338,151.08882,-397.53796,BH
630,24.04322,-26.955816,-316.23343,BH
631,-109.97799,28.579714,-399.80585,BH
632,-143.28297,10.420832,-378.25098,BH
633,47.667248,197.21472,-372.8011,BH
634,-7.119482,198.9413,-344.96387,BH
635,63.352844,62.450706,-407.9354,BH
636,-116.931366,170.38092,-261.44272,BH
637,99.53976,10.524661,-356.22586,BH
638,91.70126,195.23001,-331.68796,BH
639,88.939064,133.76973,-389.61084,BH
640,-372.8098,-26.000633,161.62386,PH
